amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraudPredicted,isFraud
1994.06,451448.47,449454.42,0.0,0.0,0,0
3198.62,0.0,0.0,0.0,0.0,0,0
406757.33,0.0,0.0,1867313.11,2113502.62,0,0
121305.39,203787.28,82481.9,328501.97,610701.41,0,0
259379.55,21531.0,0.0,95080.59,1309972.15,0,0
109076.85,112913.8,221990.65,286595.71,0.0,0,0
242617.26,0.0,0.0,318223.8,796067.44,0,0
7554.42,0.0,0.0,0.0,0.0,0,0
27954.56,50467.5,22512.94,0.0,0.0,0,0
103612.16,196.0,0.0,2788869.94,0.0,0,0
349038.25,49307.0,0.0,20924.0,0.0,0,0
11597.98,22094.0,10496.02,0.0,0.0,0,0
2367.92,10854.93,8487.01,0.0,0.0,0,0
107288.34,355493.0,248204.66,0.0,202317.43,0,0
1617.72,7672.0,6054.28,0.0,0.0,0,0
429753.38,4729625.34,5159378.72,1542838.09,1639506.42,0,0
65860.73,22213313.68,22279174.4,3281685.21,4513619.47,0,0
161810.2,482.0,162292.2,448406.6,286596.4,0,0
215345.96,49584.0,0.0,739.77,216085.73,0,0
7133.96,0.0,0.0,0.0,0.0,0,0
158779.93,1319772.56,1478552.49,216134.13,0.0,0,0
8966.64,21276.0,12309.36,0.0,0.0,0,0
149319.46,59488.0,208807.46,140289.91,0.0,0,0
51869.06,0.0,0.0,4181655.65,4233524.7,0,0
297558.53,20208503.22,20506061.74,9308486.91,9010928.39,0,0
277348.01,0.0,0.0,1085301.5,792955.08,0,0
6693.72,49661.0,42967.28,0.0,0.0,0,0
236605.7,31489.0,0.0,238063.01,544668.26,0,0
9358.84,32385.0,23026.16,0.0,0.0,0,0
146581.8,4081.0,0.0,1120513.45,2239899.53,0,0
42837.62,424303.78,381466.16,0.0,0.0,0,0
66796.09,226.0,67022.09,10018.0,0.0,0,0
9615.53,292082.66,282467.13,0.0,0.0,0,0
1597.98,153058.0,151460.02,0.0,0.0,0,0
14694.94,234028.0,219333.06,0.0,0.0,0,0
248552.85,4095687.46,4344240.32,819891.34,3342240.14,0,0
21743.79,88036.0,66292.21,0.0,0.0,0,0
1577523.92,30675.0,0.0,454488.15,1305613.59,0,0
2826.09,19363.98,16537.9,0.0,0.0,0,0
7899.89,0.0,0.0,0.0,0.0,0,0
15425.47,21408.0,5982.53,0.0,0.0,0,0
2848050.61,41668.64,0.0,7307263.06,10155313.68,0,0
1429052.03,4594.22,0.0,2041647.44,3470699.47,0,0
152283.41,4676595.85,4828879.26,6954252.12,6564973.2,0,0
13693.25,221.0,0.0,0.0,0.0,0,0
12712.23,0.0,0.0,0.0,0.0,0,0
214236.31,12249.0,0.0,11896232.92,11919403.05,0,0
18301.02,0.0,0.0,0.0,0.0,0,0
4203.33,58426.0,54222.67,0.0,0.0,0,0
10032.28,0.0,0.0,0.0,0.0,0,0
21973.58,0.0,0.0,0.0,0.0,0,0
9910.55,34444.0,24533.45,0.0,0.0,0,0
10406.3,0.0,0.0,0.0,0.0,0,0
786.09,1140706.73,1139920.64,0.0,0.0,0,0
2836.57,1758596.39,1755759.82,0.0,0.0,0,0
1055.52,1124.0,68.48,0.0,0.0,0,0
27233.64,8388394.48,8415628.12,212943.47,185709.83,0,0
10656.71,0.0,0.0,0.0,0.0,0,0
154215.81,3319755.86,3473971.67,1257923.15,1379434.51,0,0
216762.87,20196.0,0.0,0.0,72740.2,0,0
216491.64,51455.0,0.0,0.0,157186.02,0,0
20504.47,428831.62,408327.14,0.0,0.0,0,0
77402.64,6850474.92,6927877.56,1432948.01,983363.36,0,0
196299.06,107381.46,303680.52,272677.44,76378.38,0,0
45389.34,72948.0,27558.66,0.0,0.0,0,0
138373.64,0.0,0.0,279670.79,1906158.59,0,0
47024.77,0.0,0.0,186083.21,233107.98,0,0
18870.54,98904.0,80033.46,0.0,0.0,0,0
1243.55,0.0,0.0,0.0,0.0,0,0
145060.72,0.0,0.0,17132804.11,17356500.26,0,0
168608.26,0.0,0.0,181706.0,691502.45,0,0
106817.46,188.0,0.0,9969.0,535323.06,0,0
488811.1,2587257.89,2098446.79,8842948.88,10108142.93,0,0
91029.57,0.0,0.0,248805.0,0.0,0,0
55075.68,0.0,0.0,963417.04,1018492.72,0,0
24046.44,0.0,0.0,533785.3,557831.75,0,0
460019.44,0.0,0.0,1771573.58,1191524.63,0,0
15083.21,14512713.8,14527797.01,905074.7,737771.62,0,0
326777.46,2283422.7,2610200.17,442355.24,743037.54,0,0
280389.15,246543.9,0.0,115.0,54195.66,0,0
4762.12,12300.0,7537.88,0.0,0.0,0,0
248949.62,2394792.57,2643742.2,1607765.05,4439070.28,0,0
77358.36,5092891.26,5170249.61,2873999.38,8953314.93,0,0
123880.61,3013942.79,3137823.4,157006.72,139752.57,0,0
74654.32,0.0,0.0,1026023.47,1342761.53,0,0
18719.75,3628.0,0.0,0.0,0.0,0,0
116833.46,7337827.51,7454660.97,413863.2,297029.74,0,0
59700.41,0.0,0.0,0.0,0.0,0,0
97317.62,0.0,0.0,196243.68,0.0,0,0
4711.65,0.0,0.0,0.0,0.0,0,0
45589.0,0.0,0.0,46364.32,1447340.41,0,0
47734.93,6971000.7,7018735.62,214517.97,0.0,0,0
1610264.08,0.0,0.0,6349066.6,7810214.06,0,0
145712.81,0.0,0.0,172648.63,115356.84,0,0
24223.43,51841.0,27617.57,0.0,0.0,0,0
4191.05,17817.06,13626.01,0.0,0.0,0,0
12068.5,10772.0,0.0,0.0,0.0,0,0
13327.27,12060.0,0.0,0.0,0.0,0,0
17785.36,53060.0,35274.64,0.0,0.0,0,0
29368.85,373006.57,343637.72,0.0,0.0,0,0
5914.18,4922.0,0.0,0.0,0.0,0,0
20822.6,50235.0,29412.4,0.0,0.0,0,0
21100.68,16769.0,0.0,0.0,0.0,0,0
50119.74,0.0,0.0,54195.66,0.0,0,0
8687.23,21073.0,12385.77,0.0,0.0,0,0
286487.67,630995.0,344507.33,0.0,836809.68,0,0
101137.65,6922298.54,7023436.19,200264.7,114031.13,0,0
164544.55,5179.0,0.0,8296.0,2206237.28,0,0
382979.87,59475.0,0.0,265553.46,1262857.88,0,0
164012.9,272989.89,108976.99,483999.56,685058.04,0,0
296267.79,0.0,0.0,588611.0,1159645.73,0,0
11373.45,1313800.29,1302426.84,0.0,0.0,0,0
2615.38,315738.09,313122.71,0.0,0.0,0,0
306624.58,13939.0,0.0,29803.0,0.0,0,0
6382.51,54402.54,48020.03,0.0,0.0,0,0
5774.27,0.0,0.0,0.0,0.0,0,0
14209.4,0.0,0.0,0.0,0.0,0,0
951747.64,0.0,0.0,6064917.71,6979544.34,0,0
267379.89,0.0,0.0,1002907.58,1270287.47,0,0
2044.23,6106.77,4062.54,0.0,0.0,0,0
48164.05,0.0,0.0,51138.09,99302.15,0,0
26964.81,5565.0,0.0,0.0,0.0,0,0
1456.11,14943.0,13486.89,0.0,0.0,0,0
430600.93,176286.0,0.0,0.0,759327.01,0,0
16410.87,0.0,0.0,0.0,0.0,0,0
95178.13,0.0,0.0,14563175.12,14658353.25,0,0
67333.44,10593.0,77926.44,10809.67,0.0,0,0
321219.34,6487954.84,6809174.18,1405554.64,1477358.35,0,0
9312.32,151586.26,142273.94,16137.0,0.0,0,0
4601.64,230812.14,226210.49,0.0,0.0,0,0
295477.14,0.0,0.0,1006779.57,2184589.94,0,0
224015.92,0.0,0.0,536378.95,760394.87,0,0
125126.37,0.0,0.0,4925944.55,5664890.29,0,0
1990.73,0.0,0.0,0.0,0.0,0,0
1444.58,0.0,0.0,0.0,0.0,0,0
24063.12,41709.63,17646.5,0.0,0.0,0,0
1193.39,0.0,0.0,0.0,0.0,0,0
380037.71,5.0,0.0,355047.66,130675.79,0,0
43251.65,0.0,0.0,67907.06,453118.38,0,0
23937.78,32383.39,8445.62,0.0,0.0,0,0
969.76,0.0,0.0,0.0,0.0,0,0
2698.14,4004.0,1305.86,0.0,0.0,0,0
66154.25,140760.62,74606.37,363952.97,379333.69,0,0
5605.63,7349050.63,7354656.26,2638934.88,2633329.25,0,0
24089.47,41260.0,65349.47,4124287.49,4386744.72,0,0
9408.28,0.0,0.0,409677.25,323512.83,0,0
395290.85,156400.0,551690.85,55559.62,0.0,0,0
1174905.93,0.0,0.0,4236145.54,16408480.12,0,0
104729.17,0.0,0.0,170005.81,274734.98,0,0
7338.27,0.0,0.0,0.0,0.0,0,0
293597.51,37917.28,0.0,713804.52,937916.52,0,0
74673.24,3429244.67,3503917.92,14123307.37,14048634.13,0,0
58522.33,0.0,0.0,0.0,0.0,0,0
124628.86,2923234.35,3047863.21,183355.0,145491.83,0,0
84572.21,1545631.58,1461059.36,21854515.19,21939087.4,0,0
8185.31,4436495.53,4444680.85,20766.0,0.0,0,0
247069.18,39607.0,0.0,0.0,148444.02,0,0
251121.47,3135.0,0.0,54410.0,299462.68,0,0
320983.72,422664.99,101681.27,11457678.13,11781437.4,0,0
83653.59,0.0,0.0,183397.84,76017.85,0,0
131022.4,0.0,0.0,3476255.29,3607277.68,0,0
7951.32,5532.0,0.0,0.0,0.0,0,0
9961.31,0.0,0.0,0.0,0.0,0,0
6417.75,250245.0,243827.25,0.0,0.0,0,0
1982.68,52316.0,50333.32,0.0,0.0,0,0
54800.75,0.0,0.0,210349.6,112480.15,0,0
278578.41,0.0,0.0,1571399.65,3457337.6,0,0
51623.16,0.0,0.0,183925.0,661078.23,0,0
22845.6,0.0,0.0,0.0,0.0,0,0
690748.86,2687.0,0.0,107227.43,1080241.33,0,0
137191.69,61259.0,198450.69,29308.12,0.0,0,0
26139.57,14549.0,0.0,0.0,0.0,0,0
14014.7,41873.0,27858.3,0.0,0.0,0,0
392536.63,109074.0,0.0,352151.9,175147.4,0,0
517263.36,467101.75,0.0,52114.0,532764.35,0,0
445533.09,54987.0,0.0,0.0,445533.09,0,0
364879.24,405300.37,770179.61,519853.57,154974.33,0,0
10536.18,10651.66,115.48,0.0,0.0,0,0
85478.46,1410337.45,1324858.99,50051.0,134115.24,0,0
215349.4,101752.86,0.0,601451.52,459092.26,0,0
51574.61,153886.0,102311.39,0.0,0.0,0,0
162353.58,2602917.52,2765271.1,488542.67,0.0,0,0
10336.98,115743.8,105406.83,0.0,0.0,0,0
3957.73,52691.42,48733.69,0.0,0.0,0,0
39176.77,117966.63,78789.86,0.0,0.0,0,0
20763.83,21381.0,617.17,0.0,0.0,0,0
338863.26,217303.8,556167.06,415801.99,135078.21,0,0
229500.06,169585.01,0.0,0.0,277365.28,0,0
162922.85,0.0,0.0,177814.8,340737.65,0,0
6726.95,664.0,0.0,0.0,0.0,0,0
111118.8,367.0,0.0,0.0,111118.8,0,0
278975.78,47760.0,326735.78,10666.58,40096.05,0,0
507055.37,1199212.89,1706268.26,909862.55,402807.18,0,0
332121.28,0.0,0.0,2293734.4,3074282.44,0,0
109482.78,0.0,0.0,1311383.72,2847553.8,0,0
122301.56,2264354.51,2386656.07,1221003.11,1094373.33,0,0
477947.66,514.04,0.0,26727.0,516522.4,0,0
190648.61,259407.92,68759.31,19829.0,311711.79,0,0
131560.98,22133.0,153693.98,155856.0,316515.76,0,0
133817.53,52213.0,186030.53,10262.0,0.0,0,0
154187.3,0.0,0.0,7897396.46,9309400.46,0,0
20486.06,0.0,0.0,0.0,0.0,0,0
155227.78,6805960.15,6961187.93,156236.0,0.0,0,0
687159.75,0.0,0.0,1003471.01,2394540.24,0,0
78990.06,0.0,0.0,1003439.91,1082429.98,0,0
18455.34,43450.0,24994.66,0.0,0.0,0,0
122346.1,21127.0,143473.1,0.0,0.0,0,0
68660.88,78144.89,9484.01,216432.79,249264.57,0,0
150366.56,0.0,0.0,766061.93,270110.78,0,0
35236.35,21026.0,0.0,0.0,0.0,0,0
55097.97,3238603.48,3183505.51,277518.98,332616.95,0,0
708855.97,0.0,0.0,1066634.1,2109808.94,0,0
7128.08,104596.0,97467.92,0.0,0.0,0,0
9371.97,117034.28,107662.31,0.0,0.0,0,0
854.74,985.0,130.26,16939.36,17794.1,0,0
951231.74,261783.0,0.0,0.0,1218089.21,0,0
1722.42,344227.21,342504.79,0.0,0.0,0,0
21862.43,4036.0,0.0,0.0,0.0,0,0
8791.02,41330.0,32538.98,0.0,0.0,0,0
324613.51,53557.0,0.0,0.0,35153.97,0,0
102801.34,0.0,0.0,1232063.21,1153566.32,0,0
27745.05,0.0,0.0,0.0,0.0,0,0
52332.09,27727.21,0.0,0.0,0.0,0,0
175362.12,57643.0,0.0,0.0,175362.12,0,0
10112.29,0.0,0.0,0.0,0.0,0,0
10620.49,7669.0,0.0,0.0,0.0,0,0
175007.1,12587653.43,12587653.43,12587653.43,22590474.83,0,0
277581.42,0.0,0.0,395325.76,714820.01,0,0
336632.6,913949.8,1250582.4,2422897.85,5270364.19,0,0
1344.67,103491.0,102146.33,0.0,0.0,0,0
623719.79,0.0,0.0,1223850.11,0.0,0,0
25929.49,44091.77,18162.28,0.0,0.0,0,0
598044.34,52907.0,0.0,60467.0,4692432.3,0,0
9555.32,30607.0,21051.68,0.0,0.0,0,0
7422.7,0.0,0.0,0.0,0.0,0,0
223558.35,0.0,0.0,9422977.82,9561273.41,0,0
10726.37,224957.15,214230.79,0.0,0.0,0,0
99199.53,0.0,0.0,522289.74,399329.92,0,0
2685.2,0.0,0.0,0.0,0.0,0,0
154825.26,2265696.74,2420522.0,839427.67,1337271.15,0,0
227741.98,16233.62,0.0,426439.14,654181.12,0,0
7709.2,52152.0,44442.8,0.0,0.0,0,0
487383.77,21526.0,0.0,140197.98,1115377.19,0,0
31238.53,146090.99,114852.46,0.0,0.0,0,0
457626.07,31386.0,0.0,2991872.25,3761023.03,0,0
371895.78,0.0,0.0,556963.84,882268.99,0,0
18229.56,30306.0,12076.44,0.0,0.0,0,0
9111.04,4238502.54,4229391.5,0.0,0.0,0,0
1430989.97,0.0,0.0,4367179.88,5368433.4,0,0
100999.58,0.0,0.0,1300966.46,1643201.26,0,0
5935.61,99621.0,93685.39,90453.41,47774.5,0,0
563676.55,0.0,0.0,612520.63,1176197.17,0,0
6262.35,17473.0,11210.65,0.0,0.0,0,0
324638.58,82287.0,406925.58,40662.0,0.0,0,0
116779.29,4459865.28,4576644.57,7611559.23,10201783.05,0,0
10827.33,100418.0,89590.67,0.0,0.0,0,0
12710.27,325690.0,312979.73,0.0,0.0,0,0
29662.29,0.0,0.0,507390.0,395469.95,0,0
13541.77,118.0,0.0,0.0,0.0,0,0
1043767.25,168165.38,0.0,16115506.65,17995720.35,0,0
29785.66,7901463.46,7931249.12,113370.76,83585.1,0,0
1117.34,35611.0,34493.66,0.0,0.0,0,0
16981.52,32186.0,15204.48,0.0,0.0,0,0
340.45,542.0,882.45,436308.94,212926.67,0,0
56881.62,6487414.79,6544296.41,7419120.26,10286156.12,0,0
105191.15,0.0,0.0,15810788.6,16384768.46,0,0
1133895.86,53612.79,0.0,11740.0,1237319.16,0,0
145462.96,12184283.95,12329746.92,415843.0,36628.35,0,0
53.78,783.0,729.22,49557.0,119957.11,0,0
25506.39,24097747.58,24123253.97,213293.62,528989.76,0,0
119976.03,0.0,0.0,144504.65,1514416.28,0,0
205552.23,0.0,0.0,378742.53,1470625.56,0,0
184917.64,0.0,0.0,229142.92,546224.26,0,0
2710.05,129609.64,126899.6,0.0,0.0,0,0
242035.47,458374.0,216338.53,164393.0,373581.88,0,0
20271.74,742110.2,721838.46,0.0,0.0,0,0
539431.97,10156.0,0.0,289779.86,1517836.96,0,0
1802.51,684252.12,682449.61,0.0,0.0,0,0
145574.08,17562541.18,17708115.26,2472297.47,2417702.38,0,0
23453.19,304137.5,280684.3,0.0,0.0,0,0
5814.64,106576.0,100761.36,0.0,0.0,0,0
11899.28,34594.0,22694.72,0.0,0.0,0,0
184928.73,10734460.18,10919388.91,397201.55,844861.56,0,0
3493.11,1563211.54,1559718.43,0.0,0.0,0,0
57571.28,0.0,0.0,458006.21,515577.49,0,0
5284.22,16589.1,11304.88,0.0,0.0,0,0
149.1,50679.31,50530.22,0.0,0.0,0,0
29970.7,83915.0,53944.3,113090.28,143060.98,0,0
9829.35,116211.0,106381.65,0.0,0.0,0,0
5504.78,9949.0,4444.22,0.0,0.0,0,0
87044.61,0.0,0.0,181764.5,74040.17,0,0
114355.57,0.0,0.0,438038.9,0.0,0,0
218834.22,32863.0,251697.22,311730.0,245401.76,0,0
2164.0,0.0,0.0,0.0,0.0,0,0
437474.82,1130.0,438604.82,535872.74,98397.92,0,0
41726.55,0.0,0.0,54115.86,95842.42,0,0
3976.51,0.0,0.0,0.0,0.0,0,0
19496.84,114786.17,95289.33,0.0,0.0,0,0
158578.21,1842836.84,2001415.04,475149.0,320292.66,0,0
420651.9,959547.44,1380199.35,592911.12,338489.84,0,0
9073.5,1367447.0,1358373.5,0.0,0.0,0,0
420857.79,0.0,0.0,1239943.71,1949723.1,0,0
8833.19,22946.0,14112.81,0.0,0.0,0,0
435750.07,81665.27,0.0,171563.34,86068.74,0,0
10765.19,2312094.21,2301329.01,19978.18,681201.32,0,0
2168.8,653735.0,651566.2,0.0,0.0,0,0
3674.05,3104902.41,3108576.46,1229696.37,376878.36,0,0
279847.1,0.0,0.0,6736274.66,7056532.14,0,0
9564.23,493805.0,484240.77,0.0,0.0,0,0
382399.15,20598.0,0.0,168648.6,795748.36,0,0
51024.98,0.0,0.0,0.0,0.0,0,0
11429.69,146410.8,134981.11,0.0,0.0,0,0
13592.63,0.0,0.0,0.0,0.0,0,0
346.1,20346.0,19999.9,0.0,0.0,0,0
122156.04,7529148.37,7651304.41,11783138.28,11660982.24,0,0
26994.81,0.0,0.0,0.0,0.0,0,0
208404.48,3673454.3,3881858.78,5618886.71,6465767.14,0,0
11838.61,168470.0,156631.39,0.0,0.0,0,0
30218.88,7372.0,37590.88,0.0,0.0,0,0
19388.52,11312.53,0.0,0.0,0.0,0,0
6994.78,34761.0,27766.22,0.0,0.0,0,0
163953.75,47675.78,211629.53,24997.0,9977.79,0,0
1140.43,49932.0,48791.57,0.0,0.0,0,0
2000.37,157804.56,155804.19,0.0,0.0,0,0
98143.47,2019.0,0.0,382477.1,701787.13,0,0
219617.13,14387.0,234004.13,0.0,0.0,0,0
407316.07,0.0,0.0,2200814.04,2201581.06,0,0
10585.94,21516.0,32101.94,0.0,305034.09,0,0
293781.38,92872.48,386653.86,45395.63,0.0,0,0
303784.97,1512099.9,1815884.86,2345863.46,943255.4,0,0
5002.43,10278.0,5275.57,0.0,0.0,0,0
1810.91,2008.0,197.09,0.0,0.0,0,0
126979.23,5077.0,0.0,17204.9,0.0,0,0
6579.48,25214.0,18634.52,0.0,0.0,0,0
1289059.48,101415.0,0.0,1221341.38,2510400.85,0,0
135101.09,0.0,0.0,149252.11,1957240.0,0,0
5474.04,765.0,0.0,0.0,0.0,0,0
604.0,1196792.66,1196188.66,0.0,0.0,0,0
2005.31,43979.16,41973.85,0.0,0.0,0,0
401089.37,116.0,0.0,0.0,401089.37,0,0
24904.49,466955.19,442050.7,0.0,0.0,0,0
111493.63,11555.0,0.0,11698.0,2197869.48,0,0
171704.62,199029.0,27324.38,0.0,792476.66,0,0
89401.4,0.0,0.0,551390.46,1848375.7,0,0
415.98,5126.0,4710.02,0.0,0.0,0,0
8896.55,109080.27,100183.72,0.0,0.0,0,0
9345.73,0.0,0.0,0.0,0.0,0,0
117482.17,8728644.7,8846126.86,849698.08,854916.91,0,0
993343.67,225.0,0.0,0.0,1233684.11,0,0
5423.74,4447.0,0.0,0.0,0.0,0,0
66497.7,0.0,0.0,160132.0,0.0,0,0
186152.24,14613.0,200765.24,5549680.03,5462524.12,0,0
288517.02,4982707.02,5271224.04,3622213.47,7414255.73,0,0
1084842.32,0.0,0.0,0.0,1448625.88,0,0
6734.56,218709.0,211974.44,0.0,0.0,0,0
1072.36,1388.0,315.64,456986.0,147251.58,0,0
136490.86,1976.0,138466.86,171704.62,792476.66,0,0
31412.42,0.0,0.0,0.0,0.0,0,0
164040.03,1298616.85,1462656.88,1132537.23,968497.2,0,0
160187.98,81731.0,241918.98,267136.86,106948.88,0,0
48760.21,0.0,0.0,1759485.59,2863786.67,0,0
19079.46,220908.93,201829.47,0.0,0.0,0,0
21248.82,31686.0,10437.18,0.0,0.0,0,0
78361.86,0.0,0.0,82658.58,96822.93,0,0
70074.44,47658.23,117732.67,603002.6,1120683.69,0,0
220165.35,45913.15,0.0,0.0,37944.28,0,0
23971.9,10934.1,0.0,0.0,0.0,0,0
126331.28,0.0,0.0,505023.64,631354.92,0,0
178264.57,6672215.22,6850479.78,289728.16,27782.08,0,0
132395.88,0.0,0.0,174829.0,1095943.91,0,0
5203.37,0.0,0.0,0.0,0.0,0,0
6488.37,0.0,0.0,0.0,0.0,0,0
64108.87,105996.0,41887.13,1840988.78,3119581.53,0,0
13204.76,29960.0,16755.24,0.0,0.0,0,0
1646950.8,0.0,0.0,3932054.68,5579005.48,0,0
21656.26,178752.08,200408.34,113296.0,19961.26,0,0
4435.99,21331.0,16895.01,0.0,0.0,0,0
15522.73,0.0,0.0,0.0,0.0,0,0
119409.38,1706812.65,1826222.04,560049.14,803908.4,0,0
34451.29,50404.19,15952.9,0.0,0.0,0,0
161915.86,6264248.59,6426164.46,456867.01,1382676.85,0,0
76509.09,7863259.11,7939768.2,640386.6,846452.46,0,0
926.8,4231648.67,4232575.47,55662.0,0.0,0,0
418.38,0.0,0.0,0.0,0.0,0,0
3264.59,10389.0,7124.41,0.0,0.0,0,0
9181.67,0.0,0.0,1431791.43,1512042.27,0,0
13016.13,242470.43,229454.29,0.0,0.0,0,0
184498.63,0.0,0.0,213181.61,480345.78,0,0
386177.57,3450033.32,3836210.89,2616818.35,2230640.78,0,0
3648.22,181.0,0.0,24397.83,28046.05,0,0
29333.72,33687.0,4353.28,0.0,0.0,0,0
28663.43,774304.03,745640.6,0.0,0.0,0,0
204476.28,228434.35,23958.08,1123670.24,2157923.92,0,0
116880.25,0.0,0.0,295991.15,320569.8,0,0
3626.79,1098.0,0.0,0.0,0.0,0,0
9250.02,0.0,0.0,0.0,0.0,0,0
1788.08,74120.0,72331.92,0.0,0.0,0,0
10295.11,21374.0,11078.89,0.0,0.0,0,0
421784.7,50338.0,0.0,170402.93,380765.41,0,0
22929.29,0.0,0.0,0.0,0.0,0,0
160567.82,10549571.75,10710139.57,2274070.43,2113502.62,0,0
3944.99,89787.0,85842.01,0.0,0.0,0,0
34.19,50651.0,50616.81,0.0,0.0,0,0
65367.61,1306.0,0.0,246908.11,178565.23,0,0
2018511.54,5660.0,0.0,20401.0,2947763.28,0,0
13.47,0.0,0.0,0.0,0.0,0,0
177285.56,11314.0,188599.56,257584.95,129642.42,0,0
1875.2,1020.0,0.0,0.0,0.0,0,0
382451.68,550.0,0.0,0.0,653994.87,0,0
465480.99,29968.0,495448.99,28965.0,58626.28,0,0
4581.4,77062.68,72481.27,0.0,0.0,0,0
487835.51,0.0,0.0,1159204.46,3759490.54,0,0
64143.49,353.0,0.0,432.0,64575.49,0,0
60486.4,0.0,0.0,72712.97,133199.37,0,0
3568.93,215977.0,212408.07,0.0,0.0,0,0
27737.88,4592286.17,4620024.05,92015.82,238200.39,0,0
5622.57,511740.0,506117.43,0.0,0.0,0,0
1403.15,149252.58,147849.43,0.0,0.0,0,0
269398.23,3031475.84,3300874.07,453372.15,112321.63,0,0
117862.4,0.0,0.0,1141153.71,4006489.94,0,0
103182.98,0.0,0.0,611319.47,1077837.29,0,0
103787.96,175.0,0.0,0.0,101388.35,0,0
102815.66,84042.98,0.0,72073.0,0.0,0,0
135413.83,3725.0,139138.83,0.0,0.0,0,0
266668.26,8687115.61,8953783.86,648700.15,102690.85,0,0
147767.27,2581525.22,2729292.49,240621.18,92853.91,0,0
20069.7,1876207.23,1856137.52,0.0,0.0,0,0
9474.38,0.0,0.0,0.0,0.0,0,0
1446.87,14476.0,13029.13,0.0,0.0,0,0
165803.45,69133.6,234937.05,145915.61,0.0,0,0
30706.29,39988.0,9281.71,0.0,0.0,0,0
60680.67,7542297.87,7602978.54,97113.26,0.0,0,0
8729.5,601065.08,592335.58,0.0,0.0,0,0
162228.8,0.0,0.0,1019257.73,1189281.12,0,0
209090.75,0.0,0.0,4873691.96,5211100.15,0,0
1487.01,117580.0,116092.99,0.0,0.0,0,0
17451.14,14424.0,0.0,0.0,0.0,0,0
206180.34,6085979.28,6292159.62,3915596.02,6561493.61,0,0
252816.32,195.0,0.0,0.0,252816.32,0,0
57156.09,0.0,0.0,147502.1,204658.19,0,0
1086.4,705.0,0.0,0.0,0.0,0,0
301487.15,71801.0,373288.15,2780338.01,2478850.86,0,0
292948.89,1700194.05,1993142.94,16695002.3,16526148.6,0,0
261.24,0.0,0.0,0.0,0.0,0,0
196507.57,0.0,0.0,998458.49,1194966.06,0,0
10952.5,721275.85,710323.36,0.0,0.0,0,0
6477.98,22969.53,16491.56,0.0,0.0,0,0
12508.49,21646.11,9137.62,0.0,0.0,0,0
53124.32,215139.0,268263.32,0.0,0.0,0,0
12640.76,96447.96,83807.2,0.0,0.0,0,0
245631.96,0.0,0.0,1000682.81,2076683.64,0,0
105378.98,20115.0,0.0,390985.07,984424.07,0,0
350511.77,25074.0,375585.77,10352.0,0.0,0,0
7430.12,2640737.75,2633307.62,0.0,0.0,0,0
303505.81,0.0,0.0,10032260.16,10053886.97,0,0
172879.48,0.0,0.0,338421.49,520707.71,0,0
181154.28,7201896.13,7383050.41,1419563.33,1132024.91,0,0
223046.02,87750.0,0.0,2089635.61,4386744.72,0,0
518730.41,0.0,0.0,672115.28,1280971.16,0,0
9399.6,44809.0,35409.4,0.0,0.0,0,0
452141.59,144023.0,596164.59,0.0,1866298.58,0,0
180864.71,10491.0,191355.71,0.0,0.0,0,0
17408.27,57031.0,39622.73,68036.86,73113.78,0,0
42846.49,20762.0,0.0,0.0,0.0,0,0
295774.11,0.0,0.0,795829.65,1091603.77,0,0
49665.71,96550.0,46884.29,1099817.6,1539154.05,0,0
101195.42,0.0,0.0,243136.62,143252.84,0,0
9875.27,0.0,0.0,0.0,0.0,0,0
23309.09,0.0,0.0,3233790.52,3257099.61,0,0
17359.83,0.0,0.0,0.0,0.0,0,0
344059.15,51496.0,0.0,0.0,644996.05,0,0
1067.64,714502.45,713434.81,0.0,0.0,0,0
10556.6,284298.53,273741.93,0.0,0.0,0,0
33370.19,14900.0,0.0,23717.19,57087.38,0,0
443797.08,0.0,0.0,1770523.08,3763135.16,0,0
10274.2,21958.0,11683.8,0.0,0.0,0,0
12042.32,80384.64,68342.32,0.0,0.0,0,0
13353.73,0.0,0.0,0.0,0.0,0,0
357658.74,234.0,357892.74,327331.39,0.0,0,0
98722.39,11232.0,0.0,2516.0,337140.65,0,0
157388.66,3021.0,0.0,0.0,354820.63,0,0
88265.76,0.0,0.0,5806199.07,5985545.58,0,0
166651.58,0.0,0.0,320499.91,468727.5,0,0
1370.69,0.0,0.0,0.0,0.0,0,0
2633.87,19468.51,16834.64,0.0,0.0,0,0
307604.68,2722218.28,3029822.96,922679.44,657124.13,0,0
10349.22,212204.73,201855.52,0.0,0.0,0,0
89696.76,0.0,0.0,100472.3,1062948.15,0,0
14426.57,1085.0,0.0,0.0,0.0,0,0
141404.26,0.0,0.0,425656.03,670483.69,0,0
8019.57,0.0,0.0,0.0,0.0,0,0
103659.78,0.0,0.0,105824.6,238340.21,0,0
12646.11,702954.34,690308.23,0.0,0.0,0,0
171216.54,0.0,0.0,493191.77,1268298.74,0,0
13.23,449041.59,449028.36,0.0,0.0,0,0
281198.12,0.0,0.0,4409995.62,6064917.71,0,0
154358.7,1573.0,155931.7,158773.8,4415.09,0,0
153705.35,199584.84,45879.5,0.0,153705.35,0,0
5862.2,24860.0,18997.8,0.0,0.0,0,0
49637.38,0.0,0.0,152159.4,201796.78,0,0
