length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,Predictions,Actual Output
237,29,0,3,1,0,1,3,0,4,4,0,0,4,0,1,0,6,0,0,1,0,0,0,0,0.054852321,0.0,0,0,0,0,0,3,1,0,0,0,0,0,18,7,3,3,3,30,14,30,11.55555556,7.666666667,12.33333333,1,0,0,0,0,0,7,0.857142857,0.142857143,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,362,3,0,0,1,0,Phishing,Phishing
90,17,0,2,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.133333333,0.0,0,0,0,0,0,2,0,0,0,0,4,0,13,3,2,3,2,9,9,8,5.153846154,6.0,5.0,0,0,0,0,0,0,151,0.708609272,0.291390728,0,0,0,0.227272727,0,0.0,0,1,80.76923077,0,0.0,100.0,0,0,0,32.0,0,0,0,0,1,0,2812,7754,2263,0,1,6,legitimate,legitimate
52,25,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.115384615,0.24,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,6,12,12,11,7.4,6.666666667,8.5,0,0,0,0,0,0,24,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,2697,7529,23368,0,1,4,Phishing,Phishing
119,24,0,4,1,0,1,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.008403361,0.0,0,0,0,0,0,3,1,1,0,0,0,0,15,3,2,2,2,17,17,13,6.266666667000001,9.5,5.769230769,3,0,0,0,0,0,98,0.8469387759999999,0.153061224,0,2,0,0.4,0,0.133333333,0,1,82.35294118,0,100.0,0.0,0,0,0,82.60869565,0,0,0,1,1,0,1011,-1,0,0,1,4,Phishing,Phishing
26,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,1,0,3,3,2,3,2,7,7,2,4.0,5.0,2.0,0,0,0,0,0,0,275,0.970909091,0.029090909,0,0,0,0.125,0,0.25,0,0,98.18181818,0,93.75,6.25,0,0,0,0.0,0,0,0,0,1,0,18,7115,1329043,0,1,3,legitimate,legitimate
34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,84,0.880952381,0.119047619,0,0,0,0.5,0,0.0,0,0,80.0,0,83.33333333,16.66666667,0,0,0,12.5,0,0,0,1,0,0,91,6483,1719769,0,0,2,legitimate,legitimate
50,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,2,3,13,3,13,13,8,7.2,13.0,5.75,0,0,0,0,0,0,4,0.0,1.0,0,0,0,0.0,0,0.25,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,311,4803,0,0,1,1,Phishing,Phishing
21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.19047619,0.307692308,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,7,7,0,4.0,4.0,0.0,0,0,0,0,0,0,45,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,60,671,0,0,1,0,Phishing,Phishing
158,39,0,2,2,0,1,1,0,2,2,0,0,7,0,4,0,1,0,0,0,1,0,0,1,0.056962025,0.0,0,0,1,0,0,2,1,0,1,0,2,0,16,4,1,2,1,26,21,26,8.125,11.0,7.461538462,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4,Phishing,Phishing
98,14,1,4,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.285714286,0.7857142859999999,0,0,1,1,1,3,0,0,0,0,1,1,18,4,2,2,2,25,3,25,4.944444444,2.75,5.571428571,1,0,0,0,0,2,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,1,1,0,Phishing,Phishing
128,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.1484375,0.0,0,0,0,1,0,3,1,0,0,0,0,0,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,Phishing,Phishing
28,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.071428571,0.1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,7,7,0,9,9,0,8.0,8.0,0.0,0,0,0,0,1,2,34,0.8235294120000001,0.176470588,0,1,0,0.0,0,0.0,0,1,33.33333333,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,0,1,1,0,Phishing,Phishing
49,13,1,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0.204081633,0.7692307690000001,0,0,1,1,1,3,0,0,1,0,0,0,13,5,2,2,2,7,3,7,3.307692308,2.5,3.666666667,1,0,0,1,0,2,148,0.567567568,0.432432432,0,1,0,0.390625,0,0.015625,0,1,89.47368421,0,90.90909091,9.090909091,0,0,0,10.9375,0,0,0,1,1,1,0,-1,0,1,1,0,Phishing,Phishing
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,366,0.93442623,0.06557377,0,2,0,0.125,0,0.083333333,0,1,85.71428571,0,94.11764706,5.8823529410000015,0,0,0,84.31372549,0,0,0,1,1,0,102,1725,427885,0,0,3,legitimate,legitimate
36,27,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.083333333,0.111111111,0,0,0,0,0,2,1,0,0,0,0,0,3,1,4,4,0,12,12,0,7.0,7.0,0.0,0,0,0,0,0,0,28,0.25,0.75,0,0,0,0.142857143,0,0.142857143,0,0,100.0,0,0.0,0.0,0,0,0,4.545454545,0,0,0,1,1,0,162,7142,8441470,1,1,1,Phishing,Phishing
84,18,1,2,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.095238095,0.0,0,0,0,0,0,2,0,0,0,0,1,0,10,4,3,3,4,10,10,9,6.4,6.5,6.375,1,0,0,0,0,0,177,0.621468927,0.378531073,0,0,0,0.537313433,0,0.089552239,0,1,57.5,0,86.66666667,13.33333333,0,0,0,19.60784314,0,0,0,0,1,0,509,9206,6081,0,0,6,legitimate,legitimate
20,11,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,2,1,1,0,0,0,0,3,3,1,1,0,3,3,0,2.0,2.0,0.0,0,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0.0,0,0.0,1,0,100.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,0,3,legitimate,legitimate
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.165354331,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,Phishing,Phishing
59,21,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,8,4,3,3,3,7,7,7,5.0,5.0,5.0,0,0,0,0,0,0,70,0.8857142859999999,0.114285714,0,0,0,0.5,0,0.0,0,1,50.0,0,91.66666667,8.333333332999999,0,0,0,50.0,0,0,0,1,1,0,1838,6928,94719,0,1,4,legitimate,legitimate
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,14,0.142857143,0.857142857,0,1,0,0.0,0,0.0,0,1,0.0,0,25.0,75.0,0,0,0,20.0,0,0,0,0,0,0,128,2063,1523869,0,0,1,legitimate,legitimate
85,18,0,2,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.094117647,0.0,0,0,0,0,0,2,0,0,0,0,1,0,12,4,2,3,2,10,10,9,5.166666667,6.5,4.9,0,0,0,0,0,0,42,0.333333333,0.666666667,0,0,0,0.321428571,0,0.0,0,0,42.85714286,0,50.0,50.0,0,0,0,38.70967742,0,0,0,0,1,0,895,4964,62075,0,0,5,legitimate,legitimate
136,17,0,2,1,0,0,0,0,0,11,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.029411765,0.0,0,0,0,0,0,2,1,0,0,0,1,0,17,4,2,3,2,13,9,13,6.4117647060000005,6.0,6.466666667,1,0,0,0,0,0,150,0.88,0.12,0,0,0,0.388888889,0,0.0,0,0,62.5,0,100.0,0.0,0,0,0,59.45945946,0,0,0,1,0,0,267,7403,7218,0,0,5,legitimate,legitimate
113,15,0,2,1,0,1,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.061946903,0.0,0,0,0,0,0,2,1,0,0,0,0,0,11,4,1,4,1,41,6,41,8.272727273,5.0,9.0,1,1,0,0,0,0,30,0.333333333,0.666666667,0,4,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2974,8347,1,0,1,10,Phishing,Phishing
47,39,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.085106383,0.102564103,0,0,0,0,0,3,0,0,1,0,0,0,6,2,1,1,0,9,9,0,5.0,5.0,0.0,0,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.166666667,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,1,0,228,5616,0,0,1,5,Phishing,Phishing
21,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,12,0.0,1.0,0,2,0,0.583333333,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,53,7253,943419,0,1,1,Phishing,Phishing
46,21,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,3,3,3,13,13,6,6.0,8.0,4.666666667,0,0,0,0,0,0,37,0.513513514,0.486486486,0,4,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,163,933,249971,0,0,3,legitimate,Phishing
260,11,0,6,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,0.146153846,0.0,0,0,1,0,0,3,0,0,0,0,0,0,10,10,1,8,1,200,8,200,24.0,8.0,25.77777778,1,0,0,0,0,0,9,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,340,755,0,0,1,0,Phishing,Phishing
35,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,27,0.518518519,0.481481481,0,0,0,0.076923077,0,0.0,1,1,66.66666667,0,16.66666667,83.33333333,0,0,0,80.95238095,0,0,0,1,1,0,252,2304,2271605,0,0,2,legitimate,legitimate
38,13,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.078947368,0.153846154,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,6,6,5,3.666666667,4.5,3.25,1,0,0,0,0,0,265,0.8415094340000001,0.158490566,0,2,0,0.285714286,0,0.0,0,1,72.22222222,0,100.0,0.0,0,0,0,8.333333332999999,0,0,0,0,1,0,343,6672,0,0,1,3,Phishing,Phishing
44,13,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,2,0,5,3,3,3,7,7,5,7,5.8,4.0,7.0,1,0,0,0,0,0,501,0.946107784,0.053892216,0,0,0,0.148148148,0,0.037037037,0,1,90.69767442,0,96.49122807,3.50877193,0,0,0,30.76923077,0,0,0,0,0,0,1832,9226,771,0,1,6,legitimate,legitimate
41,33,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,20,20,0,14.0,14.0,0.0,0,1,0,0,0,0,237,0.126582278,0.873417722,0,3,0,0.222222222,0,0.473429952,0,1,0.0,0,0.0,100.0,0,0,0,12.79069767,0,0,0,1,1,0,373,7296,0,0,0,5,legitimate,legitimate
63,14,0,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.079365079,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,0,3,4,3,12,5,12,5.625,4.5,6.0,0,0,0,0,0,0,53,0.716981132,0.283018868,0,0,0,0.333333333,0,0.066666667,0,0,90.0,0,50.0,50.0,0,0,0,27.77777778,0,0,0,0,1,0,278,11046,545,0,0,6,legitimate,legitimate
43,15,0,2,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,1,3,1,9,7,9,4.333333333,5.0,4.0,0,1,0,0,0,0,52,0.557692308,0.442307692,0,0,0,0.0,0,0.0,0,1,65.21739129999999,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,208,5636,2,0,0,10,legitimate,legitimate
69,23,0,3,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,3,1,0,0,0,1,0.086956522,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,15,15,10,7.428571429,9.0,6.8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,256,4858,348917,0,1,4,legitimate,legitimate
64,12,0,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,2,0,8,3,3,3,4,9,4,9,5.75,3.5,6.5,0,0,0,0,0,0,114,0.938596491,0.061403509,0,1,0,0.0,0,0.0,0,1,95.0,0,93.33333333,6.666666667,0,0,0,0.0,0,0,0,1,1,0,1539,-1,844062,0,1,4,legitimate,legitimate
75,16,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,3,3,3,11,8,11,4.727272727,5.5,4.555555556,0,0,0,0,0,0,128,0.8671875,0.1328125,0,1,0,0.235294118,0,0.058823529,0,1,86.66666667,0,100.0,0.0,0,0,0,36.84210526,0,0,0,0,0,0,236,6339,119459,0,0,4,legitimate,legitimate
47,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.042553191,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,13,6,13,5.166666667,4.5,5.5,0,0,0,0,0,0,6,0.833333333,0.166666667,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,169,7501,628638,0,0,5,legitimate,legitimate
68,16,0,2,0,0,0,0,0,1,2,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,9,3,2,3,2,12,8,12,5.444444444,5.5,5.428571429,0,0,0,0,0,0,213,0.929577465,0.070422535,0,0,0,0.066666667,0,0.533333333,1,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1290,7841,3990,0,0,5,legitimate,legitimate
40,13,1,4,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.7692307690000001,0,0,1,1,1,3,0,0,0,0,0,0,14,0,1,2,1,6,3,6,2.428571429,2.5,2.4,1,0,0,0,0,2,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,1,1,0,Phishing,Phishing
85,12,0,3,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,1,0,0,0,0,12,4,2,3,2,11,4,11,5.166666667,3.5,5.5,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,46,9085,399658,0,1,5,legitimate,legitimate
81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.271604938,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,6,2,3,2,32,19,32,13.2,11.0,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0,0,0,0.0,0,0.0,0,0,100.0,0,80.0,20.0,0,0,0,100.0,0,0,0,1,0,0,76,5767,0,0,1,2,Phishing,Phishing
110,29,0,4,3,1,1,0,0,1,0,0,0,7,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,3,1,0,0,0,1,0,14,6,2,3,2,21,21,13,6.071428571,12.0,5.083333333,1,0,0,0,0,0,29,0.689655172,0.310344828,0,1,0,0.333333333,0,0.111111111,0,1,83.33333333,0,0.0,100.0,0,0,0,54.54545455,0,0,0,1,0,0,325,3327,0,0,1,1,Phishing,Phishing
37,28,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,20,20,0,11.5,11.5,0.0,0,0,0,0,0,1,13,0.692307692,0.307692308,0,1,0,0.0,0,0.0,0,1,66.66666667,0,0.0,0.0,0,0,0,100.0,0,0,0,0,0,0,279,85,7809609,0,0,0,legitimate,legitimate
76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.131578947,0.0,0,0,0,1,0,3,1,0,0,0,1,0,7,3,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,Phishing,Phishing
34,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,5,3,3,3,11,11,3,5.0,7.0,3.0,0,0,0,0,1,0,27,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,357,7,0,0,1,0,Phishing,Phishing
51,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.117647059,0.0,0,0,0,0,0,3,0,0,1,0,0,0,6,4,2,7,2,9,8,9,5.666666667,7.5,4.75,0,1,0,0,0,0,35,0.142857143,0.857142857,0,2,0,0.133333333,0,0.0,1,1,10.0,0,50.0,50.0,0,0,0,12.5,0,0,0,1,1,0,372,7297,0,0,1,5,Phishing,Phishing
39,32,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.025641026,0.03125,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,Phishing,Phishing
77,23,1,5,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.116883117,0.0,0,0,0,0,0,3,0,0,0,0,2,0,11,6,1,3,1,15,15,13,5.090909091,9.0,4.222222222,1,0,0,0,0,0,57,0.7894736840000001,0.210526316,0,0,0,0.0,0,0.083333333,0,0,87.5,0,92.85714286,7.142857143,0,0,0,52.63157895,0,0,0,1,1,0,1250,8976,67484,0,1,6,legitimate,legitimate
27,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,60,0.8666666670000001,0.133333333,0,0,0,0.375,0,0.0,0,0,90.0,0,100.0,0.0,0,0,0,83.72093023,0,0,0,1,1,0,252,479,766225,0,0,1,legitimate,Phishing
56,16,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.107142857,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,2,3,2,8,8,7,4.625,5.5,4.333333333,0,0,0,0,0,0,114,0.728070175,0.271929825,0,0,0,0.096774194,0,0.612903226,0,0,100.0,0,100.0,0.0,0,0,0,24.3902439,0,0,0,1,0,0,490,7909,939,0,0,6,legitimate,legitimate
35,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,3,3,8,9,9,8,6.666666667,6.0,8.0,0,0,0,0,0,0,63,0.6031746029999999,0.396825397,0,3,0,0.04,0,0.0,0,1,53.125,0,0.0,100.0,0,0,0,50.0,0,0,0,0,1,0,293,4455,107741,1,0,4,legitimate,legitimate
43,35,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.093023256,0.114285714,0,0,0,0,0,2,0,0,0,0,1,0,4,0,6,6,0,8,8,0,7.0,7.0,0.0,0,0,0,0,0,0,23,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,276,819,0,0,1,2,Phishing,Phishing
34,26,0,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,1,0,6,6,0,2.833333333,2.833333333,0.0,0,0,0,0,0,0,31,0.032258065,0.967741935,0,0,0,0.1,0,0.033333333,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,0,80,1015,1196152,0,0,2,Phishing,Phishing
82,12,1,5,1,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0.109756098,0.75,0,0,1,1,1,3,1,0,0,0,0,0,18,4,2,2,2,13,3,13,3.944444444,2.25,4.428571429,1,0,0,0,0,2,6,0.833333333,0.166666667,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,0,1,1,0,Phishing,Phishing
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,113,0.690265487,0.309734513,0,4,0,0.228571429,0,0.0,0,1,57.14285714,0,50.0,50.0,0,0,0,35.0,0,0,0,1,1,0,795,7970,0,0,0,2,legitimate,legitimate
31,13,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,9,3,9,9,4,5.333333333,9.0,3.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,264,-2,0,0,1,0,Phishing,Phishing
34,27,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,3,3,0,12,12,0,7.0,7.0,0.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,254,7051,1222496,1,1,2,Phishing,Phishing
218,13,1,1,2,0,1,2,0,3,2,0,0,12,0,1,0,2,0,0,0,0,0,0,1,0.220183486,0.0,0,0,0,0,0,1,1,0,0,0,0,0,19,10,2,10,2,40,10,40,9.894736842,10.0,9.888888889,3,0,0,0,0,0,22,0.8636363640000001,0.1363636359999999,0,1,0,0.0,0,0.0,0,1,80.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,318,778,0,0,1,1,Phishing,Phishing
74,13,0,4,1,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,12,3,2,3,2,7,6,7,4.25,4.5,4.2,1,0,0,0,0,0,29,0.068965517,0.931034483,0,2,0,0.074074074,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,5.263157895,0,0,0,0,0,0,241,7484,1443679,0,1,3,Phishing,Phishing
68,10,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.044117647,0.3,0,0,0,0,0,2,1,1,0,0,0,0,9,15,2,7,2,9,7,9,5.555555556,7.0,5.375,3,0,0,0,0,0,85,0.105882353,0.8941176470000001,0,9,0,0.0,0,0.0,0,1,4.255319149,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,1,0,-1,9421973,0,1,1,Phishing,Phishing
